,题目
255,我国唯一产软玉的地方位于（）
256,1.0 分
257,窗体顶端
258,A、
259,云南
260,B、
261,新疆
262,C、
263,江苏
264,D、
265,浙江
266,窗体底端
267,我的答案：B
268,20
269,以下与艺术鉴赏力的培养和提高无关的是（）
270,1.0 分
271,窗体顶端
272,A、
273,鉴赏优秀作品的实践
274,B、
275,所处的环境氛围
276,C、
277,一定的历史、文化知识
278,D、
279,相应的生活经验与生活阅历
280,窗体底端
281,我的答案：B
282,21
283,以下不属于表情艺术特征的是（）
284,1.0 分
285,窗体顶端
286,A、
287,抒情性与表现性
288,B、
289,瞬间性和永固性
290,C、
291,表演性与形象性
292,D、
293,节奏性与韵律美
294,窗体底端
295,我的答案：B
296,22
297,以下戏剧的样式中，出现最晚的是（）
298,1.0 分
299,窗体顶端
300,A、
301,悲剧
302,B、
303,戏剧
304,C、
305,正剧
306,D、
307,默剧
308,窗体底端
309,我的答案：C
310,23
311,故宫建筑的门钉绝大多数是（）
312,1.0 分
313,窗体顶端
314,A、
315,5路乘5路
316,B、
317,6路乘6路
318,C、
319,8路乘8路
320,D、
321,9路乘9路
322,窗体底端
323,我的答案：D
324,24
325,发现人不仅有意识还有潜意识的是（）
326,1.0 分
327,窗体顶端
328,A、
329,哥白尼
330,B、
331,达尔文
332,C、
333,黑格尔
334,D、
335,弗洛伊德
336,窗体底端
337,我的答案：D
338,25
339,以下摄影流派中，反映西方现代派思想的是（）
340,1.0 分
341,窗体顶端
342,A、
343,绘画主义摄影
344,B、
345,纪实主义摄影
346,C、
347,超现实主义摄影
348,D、
349,印象主义摄影
350,窗体底端
351,我的答案：C
352,26
353,以下类型电影中，最能反映美国特色的是（）
354,1.0 分
355,窗体顶端
356,A、
357,西部片
358,B、
359,喜剧片
360,C、
361,战争片
362,D、
363,爱情片
364,窗体底端
365,我的答案：A
366,27
367,我国第一个突破十亿票房的国产影片是（）
368,1.0 分
369,窗体顶端
370,A、
371,《泰囧》
372,B、
373,《无极》
374,C、
375,《山楂树之恋》
376,D、
377,《夜宴》
378,窗体底端
379,我的答案：A
380,28
381,中国戏曲正式形成是在（）
382,1.0 分
383,窗体顶端
384,A、
385,十二世纪
386,B、
387,十三世纪
388,C、
389,十五世纪
390,D、
391,十六世纪
392,窗体底端
393,我的答案：A
394,29
395,美学诞生于（）年，其诞生标志是德国美学家鮑姆嘉通《美学》一书的出版
396,1.0 分
397,窗体顶端
398,A、
399,1750.0
400,B、
401,1800.0
402,C、
403,1805.0
404,D、
405,1905.0
406,窗体底端
407,我的答案：A
408,30
409,特别强调装饰和柔美的建筑流派是（）
410,1.0 分
411,窗体顶端
412,A、
413,哥特式建筑
414,B、
415,巴洛克建筑
416,C、
417,罗可可建筑
418,D、
419,包豪斯建筑
420,窗体底端
421,我的答案：C
422,31
423,国画的构图中透视方法大都采用的是（）
424,1.0 分
425,窗体顶端
426,A、
427,焦点透视
428,B、
429,一点透视
430,C、
431,二点透视
432,D、
433,三点透视
434,窗体底端
435,我的答案：D
436,32
437,国家地理频道是美国著名的科普电视台，其缩写是
438,1.0 分
439,窗体顶端
440,A、
441,NGC
442,B、
443,CNN
444,C、
445,ABC
446,D、
447,NBC
448,窗体底端
449,我的答案：A
450,33
451,莫言文学风格深受（）的影响
452,1.0 分
453,窗体顶端
454,A、
455,狄更斯
456,B、
457,维吉尔
458,C、
459,司汤达
460,D、
461,马尔克斯
462,窗体底端
463,我的答案：D
464,34
465,以下电视节目中不属于后现代主义的是（）
466,1.0 分
467,窗体顶端
468,A、
469,非诚勿扰
470,B、
471,超级女声
472,C、
473,舞林大会
474,D、
475,焦点访谈
476,窗体底端
477,我的答案：D
478,35
479,《十三人》的导演是（）
480,1.0 分
481,窗体顶端
482,A、
483,阿伦雷乃
484,B、
485,伯格曼
486,C、
487,罗姆
488,D、
489,费里尼
490,窗体底端
491,我的答案：C
492,36
493,《推手》、《喜宴》和《饮食男女》的导演是（）
494,1.0 分
495,窗体顶端
496,A、
497,张艺谋
498,B、
499,陈凯歌
500,C、
501,李安
502,D、
503,韩三平
504,窗体底端
505,我的答案：C
506,37
507,以下不属于绘画的艺术语言的是（）
508,1.0 分
509,窗体顶端
510,A、
511,线条
512,B、
513,画面
514,C、
515,色彩
516,D、
517,构图
518,窗体底端
519,我的答案：B
520,38
521,《花园里妇女》画作中展现了不同的光线和色彩，它的作者是()
522,1.0 分
523,窗体顶端
524,A、
525,莫奈
526,B、
527,高更
528,C、
529,梵高
530,D、
531,毕加索
532,窗体底端
533,我的答案：A
534,39
535,以下词汇中，描述范畴最大的是（）
536,1.0 分
537,窗体顶端
538,A、
539,风格
540,B、
541,思潮
542,C、
543,流派
544,D、
545,以上都没有可比性
546,窗体底端
547,我的答案：B
548,40
549,以下不属于视觉艺术的是（）
550,0.0 分
551,窗体顶端
552,A、
553,绘画
554,B、
555,舞蹈
556,C、
557,建筑
558,D、
559,雕塑
560,窗体底端
561,我的答案：C
562,41
563,以下影视作品中不属于后现代主义的是（）
564,1.0 分
565,窗体顶端
566,A、
567,大话西游
568,B、
569,春光灿烂猪八戒
570,C、
571,古刹钟声
572,D、
573,寻枪
574,窗体底端
575,我的答案：C
576,42
577,以下不属于实用艺术品特点的是（）
578,1.0 分
579,窗体顶端
580,A、
581,历史悠久
582,B、
583,抽象性
584,C、
585,实用性和审美性互相结合
586,D、
587,造型美
588,窗体底端
589,我的答案：B
590,43
591,表情艺术主要是指()
592,1.0 分
593,窗体顶端
594,A、
595,电影和电视
596,B、
597,音乐和舞蹈
598,C、
599,美术和音乐
600,D、
601,歌剧和舞蹈
602,窗体底端
603,我的答案：B
604,44
605,以下不属于环境设计内容的是（）
606,1.0 分
607,窗体顶端
608,A、
609,室内设计
610,B、
611,建筑设计
612,C、
613,社区设计
614,D、
615,家具设计
616,窗体底端
617,我的答案：D
618,45
619,《拾穗者》的作者是（）
620,1.0 分
621,窗体顶端
622,A、
623,达芬奇
624,B、
625,米勒
626,C、
627,拉斐尔
628,D、
629,米开朗琪罗
630,窗体底端
631,我的答案：B
632,46
633,明代画家董其昌对于绘画分为南北宗，他所推崇的是（）
634,1.0 分
635,窗体顶端
636,A、
637,北宗
638,B、
639,南宗
640,C、
641,没有偏好
642,D、
643,都十分推崇，认为各有特色
644,窗体底端
645,我的答案：B
646,47
647,依照风格来看，“我本楚狂人，凤歌笑孔丘”并不对儒学尊崇，它的作者是
648,1.0 分
649,窗体顶端
650,A、
651,李白
652,B、
653,杜甫
654,C、
655,范仲淹
656,D、
657,王维
658,窗体底端
659,我的答案：A
660,48
661,西方现代主义诞生的标志是十九世纪中叶（）的发表
662,1.0 分
663,窗体顶端
664,A、
665,飞鸟集
666,B、
667,恶之花
668,C、
669,进化论
670,D、
671,萨特文集
672,窗体底端
673,我的答案：B
674,49
675,《兰亭集序》被成为天下第一行书，其作者是（）
676,1.0 分
677,窗体顶端
678,A、
679,颜真卿
680,B、
681,王维
682,C、
683,王羲之
684,D、
685,柳宗元
686,窗体底端
687,我的答案：C
688,50
689,从作品中看深受弗洛伊德影响的画家是（）
690,1.0 分
691,窗体顶端
692,A、
693,毕加索
694,B、
695,达芬奇
696,C、
697,萨尔瓦多达利
698,D、
699,梵高
700,窗体底端
701,我的答案：C
702,二、 判断题（题数：50，共 50.0 分）
703,1
704,儒家的建筑和规划要求中规中矩。
705,1.0 分
706,窗体顶端
707,我的答案： √
708,窗体底端
709,2
710,"《天鹅湖》是著名的芭蕾舞,诞生于19世纪的俄国。"
711,1.0 分
712,窗体顶端
713,我的答案： √
714,窗体底端
715,3
716,汉字有六义：象形、指事、会意、形声、专注、假借。
717,1.0 分
718,窗体顶端
719,我的答案： √
720,窗体底端
721,4
722,样板戏中没有感情情节。
723,1.0 分
724,窗体顶端
725,我的答案： √
726,窗体底端
727,5
728,魏晋南北朝在中国美学史上是一个分界点，由气势磅礴转向内蕴。
729,1.0 分
730,窗体顶端
731,我的答案： √
732,窗体底端
733,6
734,《太白行吟图》的作者是宋朝梁楷。
735,1.0 分
736,窗体顶端
737,我的答案： √
738,窗体底端
739,7
740,现代舞源自于芭蕾舞，是其在新时代的延续。
741,0.0 分
742,窗体顶端
743,我的答案： √
744,窗体底端
745,8
746,黑格尔认为美学即艺术哲学。
747,1.0 分
748,窗体顶端
749,我的答案： √
750,窗体底端
751,9
752,中国电影在20世纪90年代，蓬勃发展，出现了第三次高潮。
753,1.0 分
754,窗体顶端
755,我的答案： ×
756,窗体底端
757,10
758,影视艺术语言主要是画面、声音和蒙太奇。
759,1.0 分
760,窗体顶端
761,我的答案： √
762,窗体底端
763,11
764,大众传播媒介要通过小众化和分众化来达到大众化的目标。
765,1.0 分
766,窗体顶端
767,我的答案： √
768,窗体底端
769,12
770,在史诗性类型的西部片中，有对美国历史发展的反思。
771,1.0 分
772,窗体顶端
773,我的答案： √
774,窗体底端
775,13
776,禅宗是典型的中国化的佛教。
777,1.0 分
778,窗体顶端
779,我的答案： √
780,窗体底端
781,14
782,戏剧表演体系中的斯坦尼斯拉夫斯基体系，被称为“体验派表演体系”。
783,1.0 分
784,窗体顶端
785,我的答案： √
786,窗体底端
787,15
788,超现实主义的含义是比现实更加真实。
789,1.0 分
790,窗体顶端
791,我的答案： √
792,窗体底端
793,16
794,在造型艺术中要尽量避免作者情感，客观的反映艺术对象。
795,1.0 分
796,窗体顶端
797,我的答案： ×
798,窗体底端
799,17
800,中国戏曲的舞台很少有布景。
801,1.0 分
802,窗体顶端
803,我的答案： √
804,窗体底端
805,18
806,从接受美学上讲，鉴赏者一般有两种期待，期待创新精神和期待可接受的内容。
807,1.0 分
808,窗体顶端
809,我的答案： √
810,窗体底端
811,19
812,在结构主义语言学中，“语言”和“言语”是不同的，形象的来说，言语就是下象棋的规则，而语言就是一盘一盘的下象棋。
813,1.0 分
814,窗体顶端
815,我的答案： ×
816,窗体底端
817,20
818,电影中没有人物的镜头成为空镜头，最能表现意境。
819,1.0 分
820,窗体顶端
821,我的答案： √
822,窗体底端
823,21
824,杜甫的作品代表着儒家美学。
825,1.0 分
826,窗体顶端
827,我的答案： √
828,窗体底端
829,22
830,吴越文化属于长江文化，其地理位置处于长江的下游。
831,1.0 分
832,窗体顶端
833,我的答案： √
834,窗体底端
835,23
836,与欧洲相比，环太平洋地区更加重视玉器。
837,1.0 分
838,窗体顶端
839,我的答案： √
840,窗体底端
841,24
842,摄影艺术最大的审美特性表现在纪实性与艺术性的统一。
843,1.0 分
844,窗体顶端
845,我的答案： √
846,窗体底端
847,25
848,印象派的创始人是莫奈。
849,1.0 分
850,窗体顶端
851,我的答案： √
852,窗体底端
853,26
854,中国近现代的音乐教育是从二十世纪二十年代开始的。
855,1.0 分
856,窗体顶端
857,我的答案： √
858,窗体底端
859,27
860,中国戏曲的最高艺术追求是表现审美意境。
861,1.0 分
862,窗体顶端
863,我的答案： √
864,窗体底端
865,28
866,中国目前电影产业缺少的是类型电影。
867,1.0 分
868,窗体顶端
869,我的答案： √
870,窗体底端
871,29
872,法国学者阿尔都塞对艺术起源问题持“多元决定论”。
873,1.0 分
874,窗体顶端
875,我的答案： √
876,窗体底端
877,30
878,萨尔瓦多达利是现实主义的代表画家。
879,1.0 分
880,窗体顶端
881,我的答案： ×
882,窗体底端
883,31
884,雅典娜神庙属于西方建筑流派中的古希腊罗马建筑流派。
885,1.0 分
886,窗体顶端
887,我的答案： √
888,窗体底端
889,32
890,西方古典乐派是十八世纪下半叶开始在希腊形成的。
891,1.0 分
892,窗体顶端
893,我的答案： ×
894,窗体底端
895,33
896,《包厢》的作者是著名后现代派画家雷诺阿。
897,1.0 分
898,窗体顶端
899,我的答案： ×
900,窗体底端
901,34
902,李白的作品体现着道家美学；而王维的作品体现着禅宗美学。
903,1.0 分
904,窗体顶端
905,我的答案： √
906,窗体底端
907,35
908,乐山大佛是世界上最大的坐佛。
909,1.0 分
910,窗体顶端
911,我的答案： √
912,窗体底端
913,36
914,好莱坞并没有歌舞片，歌舞片是宝莱坞的特色电影类型。
915,1.0 分
916,窗体顶端
917,我的答案： ×
918,窗体底端
919,37
920,王羲之的《兰亭集序》中可以体现出一种自然美，这也是中国文化中所推崇的。
921,1.0 分
922,窗体顶端
923,我的答案： √
924,窗体底端
925,38
926,艺术流派是由专门机构归纳总结形成的，不是自发形成的。
927,1.0 分
928,窗体顶端
929,我的答案： ×
930,窗体底端
931,39
932,《清明上河图》是残卷而并非全本。
933,0.0 分
934,窗体顶端
935,我的答案： √
936,窗体底端
937,40
938,艺术底蕴一般较为直白的反映在艺术作品中。
939,1.0 分
940,窗体顶端
941,我的答案： ×
942,窗体底端
943,41
944,书法中的颜体体现着道家的美学。
945,1.0 分
946,窗体顶端
947,我的答案： ×
948,窗体底端
949,42
950,中国的民众心理比较接受彻底的悲剧戏剧。
951,1.0 分
952,窗体顶端
953,我的答案： ×
954,窗体底端
955,43
956,日本的广告强调营销；美国的广告强调传播。
957,1.0 分
958,窗体顶端
959,我的答案： √
960,窗体底端
961,44
962,“天人合一”是中国传统文化中最典型的思想。
963,1.0 分
964,窗体顶端
965,我的答案： √
966,窗体底端
967,45
968,借助显微镜可以在《蒙娜丽莎》画作中的眼睛处发现字母。
969,1.0 分
970,窗体顶端
971,我的答案： √
972,窗体底端
973,46
974,李安拍摄的《卧虎藏龙》是从功夫片的角度出发的。
975,1.0 分
976,窗体顶端
977,我的答案： ×
978,窗体底端
979,47
980,《青蛙塘》最大的特点是绘图逼真生动。
981,1.0 分
982,窗体顶端
983,我的答案： ×
984,窗体底端
985,48
986,雕塑只是指由雕刻和塑造两种方法制得得器件。
987,1.0 分
988,窗体顶端
989,我的答案： ×
990,窗体底端
991,49
992,广告设计属于视觉设计的范畴。
993,1.0 分
994,窗体顶端
995,我的答案： √
996,窗体底端
997,50
998,戏剧的最高境界是“含着眼泪的笑”。
999,1.0 分
1000,窗体顶端
1001,我的答案： √
1002,窗体底端
1003, 
1004,           微信公众号：琢磨俗僧
1005,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1006,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1007,请发邮件至：cxeytk@foxmail.com
1008,
