,题目
142,下面哪一项不是对塑料所做出的分类？（）
143,1.0 分
144,窗体顶端
145,A、
146,通用塑料
147,B、
148,工程塑料
149,C、
150,合成橡胶
151,D、
152,特种塑料
153,窗体底端
154,我的答案：C
155,12
156,天然气中主要成分是什么？（）
157,1.0 分
158,窗体顶端
159,A、
160,丁烷
161,B、
162,丙烷
163,C、
164,乙烷
165,D、
166,甲烷
167,窗体底端
168,我的答案：D
169,13
170,喷气式飞机一般在哪个大气层飞行？（）
171,1.0 分
172,窗体顶端
173,A、
174,对流层
175,B、
176,中间层
177,C、
178,平流层
179,D、
180,电离层
181,窗体底端
182,我的答案：C
183,14
184,打火机里面的电石是哪两个元素的合金？（）
185,1.0 分
186,窗体顶端
187,A、
188,铁和铝
189,B、
190,铁和镁
191,C、
192,铈和铝
193,D、
194,铈和铁
195,窗体底端
196,我的答案：D
197,15
198,切尔诺贝利核泄漏事件发生在（）年。
199,1.0 分
200,窗体顶端
201,A、
202,1956
203,B、
204,1966
205,C、
206,1976
207,D、
208,1986
209,窗体底端
210,我的答案：D
211,16
212,以下哪一项不是提高汽油辛烷值所需要的方法？（）
213,1.0 分
214,窗体顶端
215,A、
216,催化重整
217,B、
218,加入四乙基铅
219,C、
220,加入二溴乙烷
221,D、
222,加入酒精
223,窗体底端
224,我的答案：D
225,17
226,什么物质的形成是爆震的真正原因？（）
227,1.0 分
228,窗体顶端
229,A、
230,异辛烷
231,B、
232,支链烃
233,C、
234,氧化物
235,D、
236,过氧化物
237,窗体底端
238,我的答案：D
239,18
240,在常温常压下，氢会呈现什么状态？（）
241,1.0 分
242,窗体顶端
243,A、
244,固态
245,B、
246,气态
247,C、
248,液态
249,D、
250,混合态
251,窗体底端
252,我的答案：B
253,19
254,氢气在氧气中燃烧属于哪种化学反应？（）
255,1.0 分
256,窗体顶端
257,A、
258,置换反应
259,B、
260,催化反应
261,C、
262,氧化还原反应
263,D、
264,分解反应
265,窗体底端
266,我的答案：C
267,20
268,石油实际上是以（）为主的烃类化合物。
269,1.0 分
270,窗体顶端
271,A、
272,烯烃
273,B、
274,炔烃
275,C、
276,烷烃
277,D、
278,环烃
279,窗体底端
280,我的答案：C
281,21
282,湖南马王堆墓葬是哪个朝代的墓葬？（）
283,1.0 分
284,窗体顶端
285,A、
286,东汉
287,B、
288,西汉
289,C、
290,春秋
291,D、
292,战国
293,窗体底端
294,我的答案：B
295,22
296,只有在（）上自发的反应才能够找到催化剂。
297,1.0 分
298,窗体顶端
299,A、
300,电磁学
301,B、
302,热力学
303,C、
304,光学
305,D、
306,量子力学
307,窗体底端
308,我的答案：B
309,23
310,以下哪一项不是合成ABS塑料的材料？（）
311,1.0 分
312,窗体顶端
313,A、
314,丙烯腊
315,B、
316,丁二烯
317,C、
318,苯乙烯
319,D、
320,聚丙烯
321,窗体底端
322,我的答案：D
323,24
324,以下哪一项是属于化妆品的功能？（）
325,1.0 分
326,窗体顶端
327,A、
328,美化
329,B、
330,清洁
331,C、
332,易容
333,D、
334,以上都对
335,窗体底端
336,我的答案：D
337,25
338,以下哪项不是染发和烫发所体现的化学原理？（）
339,1.0 分
340,窗体顶端
341,A、
342,热解作用
343,B、
344,水解反应
345,C、
346,置换原理
347,D、
348,还原作用
349,窗体底端
350,我的答案：C
351,26
352,天然气的主要成分是什么？（）
353,1.0 分
354,窗体顶端
355,A、
356,甲醇
357,B、
358,乙醇
359,C、
360,甲烷
361,D、
362,乙烷
363,窗体底端
364,我的答案：C
365,27
366,心脏起搏器的电源主要采用的是什么电池？（）
367,1.0 分
368,窗体顶端
369,A、
370,干电池
371,B、
372,铬镍电池
373,C、
374,锂电池
375,D、
376,氢镍电池
377,窗体底端
378,我的答案：C
379,28
380,某些金属或它们的化合物在无色火焰中灼烧时呈现特征颜色的反应称为什么？（）
381,1.0 分
382,窗体顶端
383,A、
384,化合反应
385,B、
386,置换反应
387,C、
388,颜色反应
389,D、
390,焰色反应
391,窗体底端
392,我的答案：D
393,29
394,以下哪一项不是高分子材料的分类？（）
395,1.0 分
396,窗体顶端
397,A、
398,塑料
399,B、
400,合成橡胶
401,C、
402,合成纤维
403,D、
404,半导体
405,窗体底端
406,我的答案：D
407,30
408,下面哪一种物质不属于通用塑料？（）
409,1.0 分
410,窗体顶端
411,A、
412,聚乙烯
413,B、
414,聚丙烯
415,C、
416,聚苯乙烯
417,D、
418,无机玻璃
419,窗体底端
420,我的答案：D
421,31
422,以下哪项不属于洗发液的要求？（）
423,1.0 分
424,窗体顶端
425,A、
426,去污性良好
427,B、
428,使头发柔软
429,C、
430,对头发安全
431,D、
432,使发质干燥
433,窗体底端
434,我的答案：D
435,32
436,水力发电站是通过什么能量转换建成的？（）
437,1.0 分
438,窗体顶端
439,A、
440,势能
441,B、
442,核能
443,C、
444,风能
445,D、
446,电能
447,窗体底端
448,我的答案：A
449,33
450,痛痛病是因为什么中毒引起的？（）
451,1.0 分
452,窗体顶端
453,A、
454,汞中毒
455,B、
456,锌中毒
457,C、
458,铊中毒
459,D、
460,镉中毒
461,窗体底端
462,我的答案：D
463,34
464,臭氧层主要分布于哪个大气层？（）
465,1.0 分
466,窗体顶端
467,A、
468,对流层
469,B、
470,中间层
471,C、
472,平流层
473,D、
474,电离层
475,窗体底端
476,我的答案：C
477,35
478,阿司匹林不具备哪种作用？（）
479,1.0 分
480,窗体顶端
481,A、
482,镇痛
483,B、
484,防癌
485,C、
486,增加食欲
487,D、
488,降低血脂
489,窗体底端
490,我的答案：C
491,36
492,以下哪一项不是聚酰胺（尼龙）的优点？（）
493,1.0 分
494,窗体顶端
495,A、
496,柔滑
497,B、
498,有弹性
499,C、
500,透气
501,D、
502,牢固
503,窗体底端
504,我的答案：C
505,37
506,以下哪一项不是内燃机气缸的工作原理？（）
507,1.0 分
508,窗体顶端
509,A、
510,进气
511,B、
512,排气
513,C、
514,点火
515,D、
516,爆缸
517,窗体底端
518,我的答案：D
519,38
520,拒食剂的作用特点是抑制昆虫（）化学感受器的功能。
521,1.0 分
522,窗体顶端
523,A、
524,听觉
525,B、
526,视觉
527,C、
528,味觉
529,D、
530,触觉
531,窗体底端
532,我的答案：C
533,39
534,以下哪种醇毒性最强？（）
535,1.0 分
536,窗体顶端
537,A、
538,乙醇
539,B、
540,正乙醇
541,C、
542,甲醇
543,D、
544,正丁醇
545,窗体底端
546,我的答案：C
547,40
548,以下哪位美国总统没有获得诺贝尔和平奖？（）
549,1.0 分
550,窗体顶端
551,A、
552,卡特
553,B、
554,奥巴马
555,C、
556,戈尔
557,D、
558,华盛顿
559,窗体底端
560,我的答案：D
561,41
562,分析化学是研究（）成分的测定方法和原理。
563,1.0 分
564,窗体顶端
565,A、
566,原子
567,B、
568,量子
569,C、
570,物质
571,D、
572,电子
573,窗体底端
574,我的答案：C
575,42
576,以下哪位科学家发现了原子的裂变现象？（）
577,1.0 分
578,窗体顶端
579,A、
580,爱因斯坦
581,B、
582,奥本海默
583,C、
584,约里奥
585,D、
586,梅特纳
587,窗体底端
588,我的答案：D
589,43
590,所谓93号汽油就是指（）为93的汽油。
591,1.0 分
592,窗体顶端
593,A、
594,异辛烷
595,B、
596,芳香烃
597,C、
598,辛烷值
599,D、
600,烯烃
601,窗体底端
602,我的答案：C
603,44
604,世界上第一个氢镍电池是什么形状的？（）
605,1.0 分
606,窗体顶端
607,A、
608,方形
609,B、
610,柱体
611,C、
612,球形
613,D、
614,多边体
615,窗体底端
616,我的答案：C
617,45
618,无磷洗衣粉是没有添加（）的洗衣粉。
619,1.0 分
620,窗体顶端
621,A、
622,三聚氰胺
623,B、
624,三聚磷酸钠
625,C、
626,磷酸二氢钾
627,D、
628,硫酸钠
629,窗体底端
630,我的答案：B
631,46
632,主要的酸性氧化物主要是从哪种矿物质出来的？（）
633,1.0 分
634,窗体顶端
635,A、
636,石油
637,B、
638,天然气
639,C、
640,铁矿
641,D、
642,煤
643,窗体底端
644,我的答案：D
645,47
646,防晒霜上的PA是防哪种紫外线能力的标识？（）
647,1.0 分
648,窗体顶端
649,A、
650,UVA
651,B、
652,UVB
653,C、
654,UVC
655,D、
656,UVD
657,窗体底端
658,我的答案：A
659,48
660,中国第一艘核潜艇是在（）年生产的。
661,1.0 分
662,窗体顶端
663,A、
664,1961
665,B、
666,1971
667,C、
668,1981
669,D、
670,1991
671,窗体底端
672,我的答案：B
673,49
674,控制核反应的镉棒不含有下面哪种元素？（）
675,1.0 分
676,窗体顶端
677,A、
678,镉
679,B、
680,铟
681,C、
682,铀
683,D、
684,银
685,窗体底端
686,我的答案：C
687,50
688,煤气中的臭味是因为在其中人为加入了什么？（）
689,1.0 分
690,窗体顶端
691,A、
692,甲醇
693,B、
694,乙醇
695,C、
696,乙醚
697,D、
698,硫醇
699,窗体底端
700,我的答案：D
701,1
702,缩合反应只有酯化反应一种类型。（）
703,1.0 分
704,我的答案： ×
705,2
706,碳的半衰期是5730年。（）
707,1.0 分
708,我的答案： √
709,3
710,防晒霜的SPF值越大防晒霜越好。（）
711,1.0 分
712,我的答案： ×
713,4
714,我国的人均占有水量达到了世界的平均水平。（）
715,1.0 分
716,我的答案： ×
717,5
718,碳14是碳元素的稳定性同位素。（）
719,1.0 分
720,我的答案： ×
721,6
722,酸碱灭火器不能用于扑灭电器着火。（）
723,1.0 分
724,我的答案： √
725,7
726,氯是一种非金属元素。（）
727,1.0 分
728,我的答案： √
729,8
730,二恶烷别名又叫做二氧六环。（）
731,1.0 分
732,我的答案： √
733,9
734,中国核试爆的时间比英国要早5年。（）
735,1.0 分
736,我的答案： ×
737,10
738,甲烷在常温常压下也能压缩成液体。（）
739,1.0 分
740,我的答案： ×
741,11
742,干性皮肤适宜涂抹护肤霜。（）
743,1.0 分
744,我的答案： ×
745,12
746,德国化学家哈伯曾经帮助法国政府在第一次世界大战中制造了化学武器。（）
747,1.0 分
748,我的答案： ×
749,13
750,液化石油气罐的爆炸属于物理爆炸。（）
751,1.0 分
752,我的答案： √
753,14
754,中肯质量是指分裂物质在规定条件下实现自持链式分裂反应所需要的最小量。（）
755,1.0 分
756,我的答案： √
757,15
758,化学是一门研究物质变化的科学。（）
759,1.0 分
760,我的答案： √
761,16
762,聚酰胺（尼龙）可用于跳伞设备的制造。（）
763,1.0 分
764,我的答案： √
765,17
766,对流层是离地面最近的大气层。（）
767,1.0 分
768,我的答案： √
769,18
770,我们的肠道PH值是呈酸性的。（）
771,1.0 分
772,我的答案： ×
773,19
774,喷发胶的主要成分是聚乙烯基吡咯烷酮。（）
775,1.0 分
776,我的答案： √
777,20
778,2010年元旦起，中国禁用含铅汽油。（）
779,1.0 分
780,我的答案： ×
781,21
782,大理石的主要成分是碳酸钾。（）
783,1.0 分
784,我的答案： ×
785,22
786,煤是地球上分布最广、储量最大的能源资源。（）
787,1.0 分
788,我的答案： √
789,23
790,塑料就是在外力作用下会发生形变，而外力撤出后，还会恢复到原状的材料。（）
791,1.0 分
792,我的答案： ×
793,24
794,可燃物就是富含氧和氢元素的化合物。（）
795,1.0 分
796,我的答案： ×
797,25
798,表面张力也就是要扩大液体表面所要付出的功的大小。（）
799,1.0 分
800,我的答案： √
801,26
802,矮壮素能抑制小麦等作物细胞伸长和分裂。（）
803,1.0 分
804,我的答案： ×
805,27
806,制冷剂氟利昂能破坏臭氧层是因为氟元素的存在。（）
807,1.0 分
808,我的答案： ×
809,28
810,矿物性染发剂中不含有致癌物质。（）
811,1.0 分
812,我的答案： ×
813,29
814,铅电池不可以充电重复使用。（）
815,1.0 分
816,我的答案： ×
817,30
818,致死中量是使某生物群体50%死亡所需的农药剂量。（）
819,1.0 分
820,我的答案： √
821,31
822,甲烷的泄露会引起人的中毒。（）
823,1.0 分
824,我的答案： ×
825,32
826,从煤来制备汽油的成本小于原油分馏的成本。（）
827,1.0 分
828,我的答案： ×
829,33
830,催化剂在化学反应的过程中会被消耗。（）
831,1.0 分
832,我的答案： ×
833,34
834,相对比较法的第二个步骤是探测未知样品的基准值。（）
835,1.0 分
836,我的答案： ×
837,35
838,铝元素摄入过多容易引起老年痴呆症。（）
839,1.0 分
840,我的答案： √
841,36
842,自然点最低的物品是镁。（）
843,1.0 分
844,我的答案： ×
845,37
846,蒸馏水的制备过程中要耗能。（）
847,1.0 分
848,我的答案： √
849,38
850,白色污染物指的是难以降解且污染环境的塑料垃圾。（）
851,1.0 分
852,我的答案： √
853,39
854,洗洁精的主要成分是聚氧乙烯烷基醚。（）
855,1.0 分
856,我的答案： √
857,40
858,液化天然气的燃烧极易产生有毒气体。（） 
859,1.0 分
860,我的答案： ×
861,41
862,微量生命元素就是在人体中含量少于万分之一，同时是生命运动必不可少的化学元素。（）
863,1.0 分
864,我的答案： √
865,42
866,催化剂不能改变化学反应的平衡点。（）
867,1.0 分
868,我的答案： √
869,43
870,同位素就是同一个元素核内质子数不同而形成不同原子质量的现象。（）
871,1.0 分
872,我的答案： ×
873,44
874,氧化剂和还原剂是可以放在一起的。（）
875,1.0 分
876,我的答案： ×
877,45
878,老年人得骨质疏松症主要原因是因为缺硒。（）
879,1.0 分
880,我的答案： ×
881,46
882,自由基是使人类衰老的主要原因之一。（）
883,1.0 分
884,我的答案： √
885,47
886,目前普遍使用的和平利用的反应堆主要是浓缩铀反应堆和天然铀反应堆。（）
887,1.0 分
888,我的答案： √
889,48
890,唇膏是女士的专用品。（）
891,1.0 分
892,我的答案： ×
893,49
894,美国在日本广岛投放的原子弹名字叫“小男孩”。（）
895,1.0 分
896,我的答案： √
897,50
898,可以利用核技术来了解血流情况。（）
899,1.0 分
900,我的答案： √
901, 
902,           微信公众号：琢磨俗僧
903,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
904,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
905,请发邮件至：cxeytk@foxmail.com
906,
