,题目
82,A、海蒂
83,B、拉斯捏
84,C、弗洛雷
85,D、海斯科特
86,正确答案： A 
87,15搭讪不成功很大一部分原因在于（）。
88,A、自身条件不好
89,B、对方眼界过高
90,C、私心导致目的性过强
91,D、搭讪方式错误
92,正确答案： C 
93,16男性一般不会倾向于谈论（）。
94,A、国家大事
95,B、抽象的事
96,C、人生哲学
97,D、细节问题
98,正确答案： D 
99,17当女性对一个人的感性是（）的时候，更容易表现出来，而不是装作若无其事。
100,A、爱慕
101,B、仇恨
102,C、爱恨皆可
103,D、不确定
104,正确答案： B
105,18恋爱的阶段不包括（）。
106,A、初恋期
107,B、热恋期
108,C、冷却期
109,D、平稳期
110,正确答案： D 
111,19大多数人的性格属于（）。
112,A、理智型
113,B、情绪型
114,C、外向型
115,D、混合型
116,正确答案： D 
117,20分手后自暴自弃伤害不到的是（）。
118,A、自己
119,B、对方
120,C、家人
121,D、父母
122,正确答案： B 
123,21关于女强人说法错误的是（）。
124,A、倾向于寻找和自己差不多的男性
125,B、可能是外表刚强内心柔弱
126,C、一般是很难改变的
127,D、更多地重于事业
128,正确答案： A 
129,22解决二人之间的矛盾，主要需要依靠（）。
130,A、尊重
131,B、信任
132,C、谦让
133,D、沟通
134,正确答案： C
135,23经历过情变之后，女性通常收到的打击大于男性的原因是由于女性的（）。
136,A、独立性
137,B、柔性
138,C、依赖感
139,D、矛盾性
140,正确答案： C 
141,24女性最大的特征是（）。
142,A、从众心理
143,B、非逻辑思维
144,C、逆向思维
145,D、感性
146,正确答案： D 
147,25“没有爱情的婚姻是不道德的婚姻”是（）的观点。
148,A、普鲁斯特
149,B、恩格斯
150,C、王尔德
151,D、福楼拜
152,正确答案： B 
153,26失恋的心路历程第三阶段是（）。
154,A、否认
155,B、愤怒
156,C、讨价还价
157,D、沮丧
158,正确答案： C
159,27一般来说新婚夫妻性生活不和谐的主要原因是（）。
160,A、知识上的原因
161,B、环境上的原因
162,C、方法上的原因
163,D、心理上的原因
164,正确答案： D 
165,28异地恋存在的现实困境的本质在于（）。
166,A、距离遥远
167,B、不安全感
168,C、无法直接沟通
169,D、心的距离
170,正确答案： D 
171,29对爱更投入的人，对对方的猜疑会（）。
172,A、更大
173,B、更小
174,C、逐渐减少
175,D、与日俱增
176,正确答案： A 
177,30异地恋可能造成的问题不包括（）。
178,A、寂寞与孤独
179,B、共同语言匮乏
180,C、逐渐缺乏信任
181,D、私人空间不足
182,正确答案： D 
183,31关于婚前的计划，说法正确的是（）。
184,A、应该尽量详细面面俱到
185,B、不能要求太苛刻
186,C、应该高于实际以便产生动力
187,D、以上都正确
188,正确答案： B 
189,32《廊桥遗梦》《泰坦尼克号》等电影主要满足了女性在恋爱中（）的需求。
190,A、物质
191,B、依赖
192,C、梦想
193,D、感情
194,正确答案： D 
195,33婚姻是否美满可以分为自我感觉标准和他人感觉标准。其中更重要的是（）。
196,A、自我感觉标准
197,B、他人感觉标准
198,C、同样重要
199,D、因人而异
200,正确答案： A 
201,34关于女性的“作”，说法错误的是（）。
202,A、要有分寸，要恰到好处
203,B、身体上的不适也可能称为“作”的理由
204,C、除非遇到好事，女性恨容易有烦躁的理由
205,D、男性意想不到的烦恼可能称为“作”的理由
206,正确答案： C 
207,35在年龄方面，婚姻满意度较高的是（）的夫妻。
208,A、女性年龄稍大一些
209,B、男性年龄稍大一些
210,C、男女同岁
211,D、因人而异
212,正确答案： A 
213,36一般情况下，（）会更急于在婚后要一个孩子。
214,A、男性
215,B、女性
216,C、男女皆是
217,D、因人而异
218,正确答案： B 
219,37下列不适合异地恋的人的类型是（）。
220,A、语言表达能力强
221,B、有共同理想志同道合
222,C、信心充足精神准备充分
223,D、重视权利而忽视义务
224,正确答案： D 
225,38一般来讲，夫妻开支最大的是在（）阶段。
226,A、夫妻25-35岁
227,B、结婚1-5年
228,C、结婚5-25年
229,D、夫妻40-50岁
230,正确答案： C 
231,39从爱情的发展上来看，（）投入的速度较快。
232,A、男性
233,B、女性
234,C、男女皆是
235,D、因人而异
236,正确答案： A 
237,40下列哪种形式是族外婚？（）
238,A、血亲杂交
239,B、对偶婚
240,C、级别婚
241,D、血婚制
242,正确答案： C 
243,41调适需要（）努力。
244,A、男性
245,B、女性
246,C、男女双方
247,D、因人而异
248,正确答案： C 
249,42要求完美的男性多半是（）。
250,A、自私自利的
251,B、愿意为他人着想的
252,C、生活有规律的
253,D、尊重女性的
254,正确答案： A 
255,43关于夫妻关系，说法错误的是（）。
256,A、不能将外面的烦恼带回家来
257,B、需要保持相互的知觉美感
258,C、减少自身对空间感的需求
259,D、尝试培养双方共同的兴趣
260,正确答案： C 
261,44在心理上偏重于感性的是（）。
262,A、男性
263,B、女性
264,C、男女皆是
265,D、因人而异
266,正确答案： B 
267,45女性在追求男性并确立关系后，应该（）。
268,A、继续保持主动
269,B、不断迎合男性
270,C、逐步转为被动
271,D、顺应情况发展
272,正确答案： C 
273,46恋爱的双方为了避免猜疑引起的矛盾，应当要（）。
274,A、相互尊重
275,B、有信任感
276,C、保留空间
277,D、相互坦诚
278,正确答案： B 
279,47从经济角度讲，丈夫的收入是妻子收入（）的情况下家庭是最稳定的。
280,A、一倍
281,B、两倍
282,C、三倍
283,D、四倍
284,正确答案： A 
285,48两性关系中导致分手、离婚的主要原因是（）。
286,A、财务纠纷
287,B、性格不合
288,C、性生活不和谐
289,D、缺少共同语言
290,正确答案： C 
291,49女性的思维特征包括（）。
292,A、逻辑性思维
293,B、抽象思维
294,C、逆向思维
295,D、线性思维
296,正确答案： C 
297,50中国现在依然在泸沽湖畔实行走婚制的是（）。
298,A、绕家人
299,B、索伦族
300,C、毕苏族
301,D、摩梭族
302,正确答案： D 
303,二、 判断题（题数：50，共 50.0 分）
304,1从未吵过架代表二人从来没有矛盾，是和谐幸福的婚姻。（）
305,正确答案： × 
306,2女性的思维特征之一是直觉力很强。（）
307,正确答案： √ 
308,3夫妻之间可能因为花在孩子身上的精力过多而造成情感上的裂痕。（）
309,正确答案： √ 
310,4女性即使在婚后也应该注意自己的仪表，保持女性的魅力。（）
311,正确答案： √ 
312,5一夫一妻制随着时间的推移，在要求上不会变化，但是基本原则可能会逐步改变。（）
313,正确答案： × 
314,6在恋爱初期，男性愿意割舍一切的自由。（）
315,正确答案： √
316,7在有条件的情况下尽量增加接触也是维护异地恋的有效手段之一。（）
317,正确答案： √ 
318,8提出分手时，女性往往更加深思熟虑。（）
319,正确答案： × 
320,9和谐的性生活需要在尊重对方的意愿。（）
321,正确答案： √
322,10初恋可以指第一次恋爱，也可以指恋爱的初级阶段。（）
323,正确答案： √ 
324,11恋爱中的女性自尊心、戒备心要弱于其他情况。（）
325,正确答案： × 
326,12过分清洁的男性比较容易关注细节，一般能重视对他人的关爱。（）
327,正确答案： × 
328,13日常生活中微小的变化都可能对女性的心理造成较大的影响。（）
329,正确答案： √ 我的答案： √
330,14相较于女性，男性比较愿意了解对方过去的恋爱情况。（）
331,正确答案： × 
332,15共同活动可以包括出游、吃饭、娱乐等各种形式。夫妻可以根据具体情况选择是否开展共同活动和具体的活动形式。（）
333,正确答案： × 
334,16顺应、同化和内化其实就是从互相适应到称为自身习惯的过程。（）
335,正确答案： √ 
336,17失恋并非只有负面的影响，它也会帮助人成长。（）
337,正确答案： √
338,18有洁癖的男性往往容易固执己见。（）
339,正确答案： √ 
340,19异地恋应为长期无法见面，可能会无法直接看到对方的转变，很容易收到想象成分的影响。（）
341,正确答案： √ 
342,20女性比男性更能适应各种环境，更经得住灾难的打击。（）
343,正确答案： √ 
344,21两人之间即使有再亲密的关系也要辩明是非。（）
345,正确答案： √ 
346,22婚姻关系不仅包括感情关系，还包括经济关系、法律关系和家庭关系。（）
347,正确答案： ×
348,23夫妻二人最大的共同点是孩子。（）
349,正确答案： √ 
350,24因为与外界的接触较多，所以男性的思维更倾向于非直线思维，避免与周围的人造成冲突。（）
351,正确答案： × 
352,25男性的有效生命要长于女性，但预期寿命要短于女性。（）
353,正确答案： √ 
354,26哪怕是夫妻，二人也应该分个高下，这样才能确保家庭的同盟感。（）
355,正确答案： × 
356,27婚姻唯一的考虑因素应该是爱情，物质或经济作为考虑因素是难以理解的。（）
357,正确答案： × 
358,28父母的关系往往会影响到子女对爱情的观念，从而影响子女在婚姻中的行为与思想。（）
359,正确答案： √ 
360,29通过观察男性对其他人接人待物的态度来判断其自身是否可靠。（）
361,正确答案： √ 
362,30女性看重的是送礼这个行为背后的含义，并非礼物本身的价值。（）
363,正确答案： √
364,31有了正确的选择，维护不需要花费很大的精力，甚至不需要维护。（）
365,正确答案： ×
366,32文化背景相差过大可能导致二人在生活中发生很大的矛盾。（）
367,正确答案： √
368,33普纳路亚制其实是血婚制的一种体现。（）
369,正确答案： × 
370,34男性的大男子主义应当是自己争取的，否则男性无法树立权威。（）
371,正确答案： × 
372,35男性比女性更容易倾心和动情，更早坠入情网。（）
373,正确答案： √ 
374,36中老年期一般指结婚三十五年以后的阶段。（）
375,正确答案： × 
376,37在特定的情况下，男性应该隐瞒与其他朋友的关系来消除恋人的猜疑，避免出现解释不清的情况。（）
377,正确答案： ×
378,38相较于女性，男性会更加自律。（）
379,正确答案： √
380,39男性在要求分手你时候感性多于理性。（）
381,正确答案： × 
382,40出于对环境要求，女性在装修的过程中更希望能够居于主导地位。（）
383,正确答案： √ 
384,41女性往往认为有些事即使不说，男性也应该知道。但是男性往往难以捕捉到其中的细节。（）
385,正确答案： √ 
386,42相较于男性，女性对初恋的印象更为深刻。（）
387,正确答案： √ 
388,43维护爱情是一项长期而艰巨的任务。（）
389,正确答案： √ 
390,44相较于异地恋，非异地恋的情侣有更多的相处沟通的时间，所以更懂得谅解与宽容。（）
391,正确答案： ×
392,45女性向男性倾诉的时候，男性应该积极地利用自身优势帮助对方解决问题。（）
393,正确答案： ×
394,46大学里是否谈恋爱应该是根据情况而定的。
395,正确答案： √ 
396,47交流不仅仅需要语言，也需要倾听。（）
397,正确答案： √ 
398,48无论在恋爱的哪个阶段，都要给对方一定自由的空间。（）
399,正确答案： √
400,49分手之后应该先对自己做出检讨，而不是怨恨对方。（）
401,正确答案： √ 
402,50无论是男人还是女人，在愤怒争吵时候说出的话一般都是真心话。（）
403,正确答案： × 
404,           微信公众号：琢磨俗僧
405,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
406,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
407,请发邮件至：cxeytk@foxmail.com
408,
