,题目
333,There are 8 main islands.
334,
335,C、
336,It is the 50th states of America.
337,
338,D、
339,America took over Hawaii government from the local king.
340,
341,窗体底端
342,正确答案： A我的答案：A
343,20
344,（1.0分）
345,1.0分
346,窗体顶端
347,A、
348,The Great Depression started with the crash of the New York stock market.
349,
350,B、
351,More than 9000 banks closed down.
352,
353,C、
354,It took a short time for the New York Stock to recover.
355,
356,D、
357,Many people became homeless because of the Great Depression.
358,
359,窗体底端
360,正确答案： C我的答案：C
361,21
362,（1.0分）
363,1.0分
364,窗体顶端
365,A、
366,UK
367,
368,B、
369,Japan
370,
371,C、
372,Spain
373,
374,D、
375,USA
376,
377,窗体底端
378,正确答案： D我的答案：D
379,22
380,（1.0分）
381,1.0分
382,窗体顶端
383,A、
384,the USA
385,
386,B、
387,the UK
388,
389,C、
390,Japan
391,
392,D、
393,France
394,
395,窗体底端
396,正确答案： A我的答案：A
397,23
398,（1.0分）
399,1.0分
400,窗体顶端
401,A、
402,15
403,
404,B、
405,13
406,
407,C、
408,10
409,
410,D、
411,8
412,
413,窗体底端
414,正确答案： C我的答案：C
415,24
416,（1.0分）
417,1.0分
418,窗体顶端
419,A、
420,Enlightened Party
421,
422,B、
423,Judicial Party
424,
425,C、
426,Conservative Party
427,
428,D、
429,Liberal Party
430,
431,窗体底端
432,正确答案： D我的答案：D
433,25
434,（1.0分）
435,1.0分
436,窗体顶端
437,A、
438,"In western countries, old people always live with children."
439,
440,B、
441,"After people die, firstly the doctor will come to confirm death."
442,
443,C、
444,People in Australia must be burned after they die.
445,
446,D、
447,The funeral must be held in church.
448,
449,窗体底端
450,正确答案： B我的答案：B
451,26
452,（1.0分）
453,1.0分
454,窗体顶端
455,A、
456,Many times
457,
458,B、
459,3 times
460,
461,C、
462,2 times
463,
464,D、
465,1 time
466,
467,窗体底端
468,正确答案： C我的答案：C
469,27
470,（1.0分）
471,1.0分
472,窗体顶端
473,A、
474,In London
475,
476,B、
477,In Paris
478,
479,C、
480,In Washington DC
481,
482,D、
483,In New York City
484,
485,窗体底端
486,正确答案： D我的答案：D
487,28
488,（1.0分）
489,1.0分
490,窗体顶端
491,A、
492,76%
493,
494,B、
495,70%
496,
497,C、
498,51%
499,
500,D、
501,40%
502,
503,窗体底端
504,正确答案： A我的答案：A
505,29
506,（1.0分）
507,1.0分
508,窗体顶端
509,A、
510,1560
511,
512,B、
513,1620
514,
515,C、
516,1636
517,
518,D、
519,1639
520,
521,窗体底端
522,正确答案： C我的答案：C
523,30
524,（1.0分）
525,1.0分
526,窗体顶端
527,A、
528,1989
529,
530,B、
531,1988
532,
533,C、
534,1987
535,
536,D、
537,1986
538,
539,窗体底端
540,正确答案： A我的答案：A
541,31
542,（1.0分）
543,1.0分
544,窗体顶端
545,A、
546,Religion is inheritted from parents.
547,
548,B、
549,Religion can help to explain life.
550,
551,C、
552,Religion helps us to acccept our situation.
553,
554,D、
555,Religion can make people feel happy.
556,
557,窗体底端
558,正确答案： D我的答案：D
559,32
560,（1.0分）
561,1.0分
562,窗体顶端
563,A、
564,State
565,
566,B、
567,Law
568,
569,C、
570,Treasury
571,
572,D、
573,War
574,
575,窗体底端
576,正确答案： C我的答案：C
577,33
578,（1.0分）
579,1.0分
580,窗体顶端
581,A、
582,200
583,
584,B、
585,231
586,
587,C、
588,435
589,
590,D、
591,521
592,
593,窗体底端
594,正确答案： C我的答案：C
595,34
596,（1.0分）
597,1.0分
598,窗体顶端
599,A、
600,1787
601,
602,B、
603,1786
604,
605,C、
606,1791
607,
608,D、
609,1792
610,
611,窗体底端
612,正确答案： C我的答案：C
613,35
614,（1.0分）
615,1.0分
616,窗体顶端
617,A、
618,1967
619,
620,B、
621,1968
622,
623,C、
624,1969
625,
626,D、
627,1970
628,
629,窗体底端
630,正确答案： C我的答案：C
631,36
632,（1.0分）
633,1.0分
634,窗体顶端
635,A、
636,Pacific
637,
638,B、
639,Indian
640,
641,C、
642,Arctic
643,
644,D、
645,Atlantic
646,
647,窗体底端
648,正确答案： D我的答案：D
649,37
650,（1.0分）
651,1.0分
652,窗体顶端
653,A、
654,In person
655,
656,B、
657,Absentee
658,
659,C、
660,Making a phone call
661,
662,D、
663,By mail
664,
665,窗体底端
666,正确答案： C我的答案：C
667,38
668,（1.0分）
669,1.0分
670,窗体顶端
671,A、
672,USA
673,
674,B、
675,Brazil
676,
677,C、
678,Jamaica
679,
680,D、
681,Honduras
682,
683,窗体底端
684,正确答案： D我的答案：D
685,39
686,（1.0分）
687,1.0分
688,窗体顶端
689,A、
690,2
691,
692,B、
693,5
694,
695,C、
696,10
697,
698,D、
699,15
700,
701,窗体底端
702,正确答案： D我的答案：D
703,40
704,（1.0分）
705,1.0分
706,窗体顶端
707,A、
708,6
709,
710,B、
711,7
712,
713,C、
714,8
715,
716,D、
717,9
718,
719,窗体底端
720,正确答案： D我的答案：D
721,41
722,（1.0分）
723,1.0分
724,窗体顶端
725,A、
726,Judaism
727,
728,B、
729,Islam
730,
731,C、
732,Protestant
733,
734,D、
735,No religion
736,
737,窗体底端
738,正确答案： C我的答案：C
739,42
740,（1.0分）
741,1.0分
742,窗体顶端
743,A、
744,Air pollution
745,
746,B、
747,Water shortage
748,
749,C、
750,Loss of agricultural land
751,
752,D、
753,desertification
754,
755,窗体底端
756,正确答案： C我的答案：C
757,43
758,（1.0分）
759,1.0分
760,窗体顶端
761,A、
762,70
763,
764,B、
765,72
766,
767,C、
768,75
769,
770,D、
771,79
772,
773,窗体底端
774,正确答案： C我的答案：C
775,44
776,（1.0分）
777,1.0分
778,窗体顶端
779,A、
780,1944
781,
782,B、
783,1945
784,
785,C、
786,1946
787,
788,D、
789,1947
790,
791,窗体底端
792,正确答案： B我的答案：B
793,45
794,（1.0分）
795,1.0分
796,窗体顶端
797,A、
798,
799,
800,
801,
802,
803,B、
804,
805,
806,
807,
808,
809,C、
810,
811,
812,
813,
814,
815,D、
816,No cost
817,
818,窗体底端
819,正确答案： D我的答案：D
820,46
821,（1.0分）
822,1.0分
823,窗体顶端
824,A、
825,Priest
826,
827,B、
828,Pastor
829,
830,C、
831,Disciple
832,
833,D、
834,Pope
835,
836,窗体底端
837,正确答案： D我的答案：D
838,47
839,（1.0分）
840,1.0分
841,窗体顶端
842,A、
843,GM
844,
845,B、
846,Ford
847,
848,C、
849,Toyota
850,
851,D、
852,Volkswagen
853,
854,窗体底端
855,正确答案： D我的答案：D
856,48
857,（1.0分）
858,1.0分
859,窗体顶端
860,A、
861,General Electric is one of his companies.
862,
863,B、
864,"At first, he worked as a bookkeeper."
865,
866,C、
867,"When he was 20, he started his own company."
868,
869,D、
870,He donated all his money to the Rockefeller Foundation.
871,
872,窗体底端
873,正确答案： D我的答案：D
874,49
875,（1.0分）
876,1.0分
877,窗体顶端
878,A、
879,He was the 16th president of America.
880,
881,B、
882,He was killed in 1865 when the Civil War was just finished.
883,
884,C、
885,He was a businessman and then became politician.
886,
887,D、
888,He was born in a poor farm family.
889,
890,窗体底端
891,正确答案： C我的答案：C
892,50
893,（1.0分）
894,1.0分
895,窗体顶端
896,A、
897,Thanksgiving Day
898,
899,B、
900,Christmas
901,
902,C、
903,Halloween
904,
905,D、
906,New Year's Day
907,
908,窗体底端
909,正确答案： A我的答案：A
910,1
911,（1.0分）
912,1.0分
913,窗体顶端
914,正确答案：×我的答案：×
915,窗体底端
916,2
917,（1.0分）
918,1.0分
919,窗体顶端
920,正确答案：×我的答案：×
921,窗体底端
922,3
923,（1.0分）
924,1.0分
925,窗体顶端
926,正确答案：×我的答案：×
927,窗体底端
928,4
929,（1.0分）
930,1.0分
931,窗体顶端
932,正确答案：√我的答案：√
933,窗体底端
934,5
935,（1.0分）
936,1.0分
937,窗体顶端
938,正确答案：×我的答案：×
939,窗体底端
940,6
941,（1.0分）
942,1.0分
943,窗体顶端
944,正确答案：×我的答案：×
945,窗体底端
946,7
947,（1.0分）
948,1.0分
949,窗体顶端
950,正确答案：×我的答案：×
951,窗体底端
952,8
953,（1.0分）
954,1.0分
955,窗体顶端
956,正确答案：×我的答案：×
957,窗体底端
958,9
959,（1.0分）
960,1.0分
961,窗体顶端
962,正确答案：×我的答案：×
963,窗体底端
964,10
965,（1.0分）
966,1.0分
967,窗体顶端
968,正确答案：√我的答案：√
969,窗体底端
970,11
971,（1.0分）
972,1.0分
973,窗体顶端
974,正确答案：×我的答案：×
975,窗体底端
976,12
977,（1.0分）
978,1.0分
979,窗体顶端
980,正确答案：×我的答案：×
981,窗体底端
982,13
983,（1.0分）
984,1.0分
985,窗体顶端
986,正确答案：√我的答案：√
987,窗体底端
988,14
989,（1.0分）
990,1.0分
991,窗体顶端
992,正确答案：×我的答案：×
993,窗体底端
994,15
995,（1.0分）
996,1.0分
997,窗体顶端
998,正确答案：×我的答案：×
999,窗体底端
1000,16
1001,（1.0分）
1002,1.0分
1003,窗体顶端
1004,正确答案：×我的答案：×
1005,窗体底端
1006,17
1007,（1.0分）
1008,1.0分
1009,窗体顶端
1010,正确答案：×我的答案：×
1011,窗体底端
1012,18
1013,（1.0分）
1014,1.0分
1015,窗体顶端
1016,正确答案：×我的答案：×
1017,窗体底端
1018,19
1019,（1.0分）
1020,1.0分
1021,窗体顶端
1022,正确答案：√我的答案：√
1023,窗体底端
1024,20
1025,（1.0分）
1026,1.0分
1027,窗体顶端
1028,正确答案：×我的答案：×
1029,窗体底端
1030,21
1031,（1.0分）
1032,1.0分
1033,窗体顶端
1034,正确答案：√我的答案：√
1035,窗体底端
1036,22
1037,（1.0分）
1038,1.0分
1039,窗体顶端
1040,正确答案：√我的答案：√
1041,窗体底端
1042,23
1043,（1.0分）
1044,1.0分
1045,窗体顶端
1046,正确答案：×我的答案：×
1047,窗体底端
1048,24
1049,（1.0分）
1050,1.0分
1051,窗体顶端
1052,正确答案：×我的答案：×
1053,窗体底端
1054,25
1055,（1.0分）
1056,1.0分
1057,窗体顶端
1058,正确答案：×我的答案：×
1059,窗体底端
1060,26
1061,（1.0分）
1062,1.0分
1063,窗体顶端
1064,正确答案：×我的答案：×
1065,窗体底端
1066,27
1067,（1.0分）
1068,1.0分
1069,窗体顶端
1070,正确答案：√我的答案：√
1071,窗体底端
1072,28
1073,（1.0分）
1074,1.0分
1075,窗体顶端
1076,正确答案：×我的答案：×
1077,窗体底端
1078,29
1079,（1.0分）
1080,1.0分
1081,窗体顶端
1082,正确答案：×我的答案：×
1083,窗体底端
1084,30
1085,（1.0分）
1086,1.0分
1087,窗体顶端
1088,正确答案：×我的答案：×
1089,窗体底端
1090,31
1091,（1.0分）
1092,1.0分
1093,窗体顶端
1094,正确答案：×我的答案：×
1095,窗体底端
1096,32
1097,（1.0分）
1098,1.0分
1099,窗体顶端
1100,正确答案：×我的答案：×
1101,窗体底端
1102,33
1103,（1.0分）
1104,1.0分
1105,窗体顶端
1106,正确答案：√我的答案：√
1107,窗体底端
1108,34
1109,（1.0分）
1110,1.0分
1111,窗体顶端
1112,正确答案：×我的答案：×
1113,窗体底端
1114,35
1115,（1.0分）
1116,1.0分
1117,窗体顶端
1118,正确答案：×我的答案：×
1119,窗体底端
1120,36
1121,（1.0分）
1122,1.0分
1123,窗体顶端
1124,正确答案：√我的答案：√
1125,窗体底端
1126,37
1127,（1.0分）
1128,1.0分
1129,窗体顶端
1130,正确答案：×我的答案：×
1131,窗体底端
1132,38
1133,（1.0分）
1134,1.0分
1135,窗体顶端
1136,正确答案：×我的答案：×
1137,窗体底端
1138,39
1139,（1.0分）
1140,1.0分
1141,窗体顶端
1142,正确答案：×我的答案：×
1143,窗体底端
1144,40
1145,（1.0分）
1146,1.0分
1147,窗体顶端
1148,正确答案：×我的答案：×
1149,窗体底端
1150,41
1151,（1.0分）
1152,1.0分
1153,窗体顶端
1154,正确答案：×我的答案：×
1155,窗体底端
1156,42
1157,（1.0分）
1158,1.0分
1159,窗体顶端
1160,正确答案：×我的答案：×
1161,窗体底端
1162,43
1163,（1.0分）
1164,1.0分
1165,窗体顶端
1166,正确答案：√我的答案：√
1167,窗体底端
1168,44
1169,（1.0分）
1170,1.0分
1171,窗体顶端
1172,正确答案：×我的答案：×
1173,窗体底端
1174,45
1175,（1.0分）
1176,1.0分
1177,窗体顶端
1178,正确答案：√我的答案：√
1179,窗体底端
1180,46
1181,（1.0分）
1182,1.0分
1183,窗体顶端
1184,正确答案：√我的答案：√
1185,窗体底端
1186,47
1187,（1.0分）
1188,1.0分
1189,窗体顶端
1190,正确答案：×我的答案：×
1191,窗体底端
1192,48
1193,（1.0分）
1194,1.0分
1195,窗体顶端
1196,正确答案：×我的答案：×
1197,窗体底端
1198,49
1199,（1.0分）
1200,1.0分
1201,窗体顶端
1202,正确答案：×我的答案：×
1203,窗体底端
1204,50
1205,（1.0分）
1206,1.0分
1207,窗体顶端
1208,正确答案：×我的答案：×
1209,窗体底端
1210,
1211,           微信公众号：琢磨俗僧
1212,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1213,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1214,请发邮件至：cxeytk@foxmail.com
1215,
