,题目
49,17、美国报业最后一个神话是（）。1.0 分
50,A、洛杉矶时报   B、泰晤士报   C、卫报    D、今日美国
51,参考答案：D     我的答案：D
52,18、2014年顺风车的目标是帮助（）买不到票的人回家。1.0 分
53,A、1100.0    B、5000.0    C、15000.0    D、十万
54,参考答案：D     我的答案：D
55,"19、与苏宁和国美相比,京东商城的成本较低的原因是()。1.0 分"
56,A、政府扶持    B、进货渠道宽    C、广告费用低    D、通过技术
57,参考答案：D     我的答案：D
58,20、1995年（）写过一本叫做《未来之路》的书。1.0 分
59,A、李开复   B、马云   C、李彦宏   D、比尔盖茨
60,参考答案：D     我的答案：D
61,21、《三体》是（）的著作。1.0 分
62,A、阿西莫夫    B、南派三叔    C、刘慈欣   D、卫斯理
63,参考答案：C     我的答案：C
64,22、胡波是通过()拿到的第一桶金.1.0 分
65,A、生物技术疗法    B、健康体检    C、销售经历    D、高端的医疗
66,参考答案：C     我的答案：C
67,23、《京华时报》的创始人是（）。1.0 分
68,A、黄菊芳    B、罗同松    C、谢朝晖   D、张锐
69,参考答案：C     我的答案：C
70,24、福耀玻璃产品价格与同行业的相比（）。0.0 分
71,A、低10%    B、差不多   C、高5%   D、高10%
72,参考答案：D     我的答案：A
73,25、刘强东小时候的家庭状况是（）1.0 分
74,A、官僚世家    B、富裕   C、一般    D、贫穷
75,参考答案：D     我的答案：D
76,26、stay hungry stay foolish出自哪位名人()。1.0 分
77,A、比尔盖茨     B、卡内基    C、霍金    D、Steve jobs
78,参考答案：D     我的答案：D
79,27、胡波教授所提到的三个创新不包括以下哪项（）。1.0 分
80,A、生物技术疗法      B、管理服务     C、健康体检      D、高端的医疗
81,参考答案：B     我的答案：B
82,28、“大学之道，在明明德，在清明，止于至善。”出自古代那部著作（）。1.0 分
83,A、《论语》     B、《大学》    C、《孟子》    D、《中庸》
84,参考答案：B     我的答案：B
85,29、慈铭体检的董事长是（）。1.0 分
86,A、郭建新    B、宋志平    C、胡波   D、修涞贵
87,参考答案：C     我的答案：C
88,30、“墨迹天气”是在（）有第一笔投资的。0.0 分
89,A、2009年上半年     B、2009年下半年    C、2010年下半年    D、2010年年初
90,参考答案：D     我的答案：C
91,31、在创业的过程中沈思CEO认为，每100次尝试，有（）次是失败的。1.0 分
92,A、50.0   B、80.0   C、99.0     D、20.0
93,参考答案：C     我的答案：C
94,32、对于北京人来说面临三大难题，下列那一项不是（）。1.0 分
95,A、交通拥堵   B、雾霾天气    C、人与人之间缺乏互相信任   D、政府不支持
96,参考答案：D     我的答案：D
97,33、全世界大概有（）人玩开心农场这个游戏。1.0 分
98,A、一亿    B、九千万    C、两亿    D、三亿
99,参考答案：C     我的答案：C
100,34、雅虎的Founder最初是学（）的。0.0 分
101,A、电子自动化    B、营销学    C、Computer CAD    D、物理
102,参考答案：C      我的答案：D
103,35、木瓜移动平台最初定义的是一个（）平台。1.0 分
104,A、交换平台   B、网络交流平台   C、游戏平台    D、上市公司交流平台
105,参考答案：C      我的答案：C
106,36、华谊兄弟创始人是（）。1.0 分
107,A、王长田    B、王中军    C、周成建     D、陈义红
108,参考答案：B      我的答案：B
109,37、曹德旺在中国的（）个省有工厂有项目。1.0 分
110,A、十    B、八     C、十五     D、十一
111,参考答案：D      我的答案：D
112,38、中国目前单机游戏主要是靠什么盈利（）。1.0 分
113,A、依靠下载数量     B、依靠点击量     C、广告费     D、依靠版权
114,参考答案：C      我的答案：C
115,39、胡波董事长所学的专业是（）。1.0 分
116,A、营销学    B、心理学   C、管理学    D、医疗影像学
117,参考答案：D      我的答案：D
118,40、《京华时报》是（）类报纸。1.0 分
119,A、新闻    B、娱乐    C、财经    D、都市
120,参考答案：D       我的答案：D
121,41、专做体检的比较成型的模式是在以下（）国家。1.0 分
122,A、美国    B、法国     C、日韩    D、德国
123,参考答案：C       我的答案：C
124,42、沈思曾经因为公司的产品被IOS下架，在苹果总部等了（）个小时的相关负责人。1.0 分
125,A、1.0   B、3.0   C、5.0   D、7.0
126,参考答案：D       我的答案：D
127,43、“墨迹天气”为何迟迟不发布实景天气功能（）。0.0 分
128,A、资金不充裕    B、市场发育不够    C、没有前瞻性     D、技术不过关
129,参考答案：B       我的答案：A
130,44、开放文明环图网站的创始人是（）1.0 分
131,A、陆向谦教授    B、陆向谦教授的儿子   C、陆向谦教授的女儿   D、陆向谦教授的夫人
132,参考答案：B       我的答案：B
133,45、慈铭第一家启动是在（)年。1.0 分
134,A、2002.0    B、2008.0    C、2001.0    D、2003.0
135,参考答案：C       我的答案：C
136,46、百威英博是一家（）公司。1.0 分
137,A、护肤     B、日用百货     C、啤酒    D、服装
138,参考答案：C       我的答案：C
139,47、环保部宣传中心主任是（）。0.0 分
140,A、李波B、张庆永C、慕岩D、贾峰
141,参考答案：D       我的答案：C
142,48、3D打印机目前打印一个雕像大概要用（）小时。1.0 分
143,A、1个     B、2到3个    C、4个     D、5.0
144,参考答案：B       我的答案：B
145,49、以下地区癌症的发病率最高的是()。1.0 分
146,A、欧洲    B、非洲    C、亚洲     D、南美洲
147,参考答案：C       我的答案：C
148,50、在《浪潮之巅》这本书中写到，太阳这个公司被Oracle大概用了（）美金收购。0.0 分
149,A、10亿    B、50亿    C、60亿    D、200亿
150,参考答案：C        我的答案：D
151,二、 判断题（题数：50，共 50.0 分）
152,1、Disruptive往往是在边缘上，而不在中心。1.0 分
153,参考答案：√   我的答案： √
154,2、古代商道：以义为利，趋义避财。所以商道在中国化的解释里会有两个字，利和义。1.0 分
155,参考答案：√   我的答案： √
156,3、据相关报道显示，家住在高速路附近的孕妇，生出来的孩子产生autism的比例较高。1.0 分
157,参考答案：√   我的答案： √
158,4、一种3D机只能打同质的材料。0.0 分
159,参考答案：√   我的答案： ×
160,5、Wifi是一个局部的区域覆盖技术。1.0 分
161,参考答案：√   我的答案： √
162,6、张永庆认为:“创业者要明白认知大于事实。”1.0 分
163,参考答案：√   我的答案： √
164,7、陆向谦教授的儿子对中国发展中的教育问题有些担心。（）1.0 分
165,参考答案：×   我的答案： ×
166,8、中国目前有客户端的网游大概是400多个亿。()1.0 分
167,参考答案：√   我的答案： √
168,9、三价铬遇水氧化后有可能变成六价铬。（）1.0 分
169,参考答案：√   我的答案： √
170,10、会计和财务其实所干的事情差不多，都是搞资金的调度和核算的。0.0 分
171,参考答案：×   我的答案： √
172,11、宇宙的规律是不变的。0.0 分
173,参考答案：×   我的答案： √
174,12、刘强东上了大学后没有向父母要过钱。()1.0 分
175,参考答案：√   我的答案： √
176,13、孔子的弟子有三千人。（）1.0 分
177,参考答案：√   我的答案： √
178,14、12369这个环保举报热线大部分人都知道。（）1.0 分
179,参考答案：×   我的答案： ×
180,15、“墨迹天气”域名曾经被封。1.0 分
181,参考答案：√  我的答案： √
182,16、京东从一开始就做的电子商务领域。1.0 分
183,参考答案：×   我的答案： ×
184,17、墨迹第一个版是在2009年5月4号发的。1.0 分
185,参考答案：√   我的答案： √
186,18、曹德旺“持戒行商”中的“戒”指的是遵纪守法。1.0 分
187,参考答案：√   我的答案： √
188,19、“墨迹天气”开发了一个不成功的功能叫“倒数日”。（）1.0 分
189,参考答案：√   我的答案： √
190,20、任何一个大的成功，其背后创业的founder实际上都是一个常规自我实现的案例。1.0 分
191,参考答案：×   我的答案： ×
192,21、几乎所有互联网企业创始人的股份比例都很少。1.0 分
193,参考答案：√   我的答案： √
194,22、在一个行业做领军人物，只有一种结果，那就是大成功。()1.0 分
195,参考答案：×   我的答案： ×
196,23、张永庆认为：“创业应该把自我实现当成目标，钱不是主要目标。”()1.0 分
197,参考答案：√   我的答案： √
198,24、2004年1月京东创办“京东商城网”是京东商城的前身。1.0 分
199,参考答案：√   我的答案： √
200,25、福耀玻璃集团不会替任何人担保。1.0 分
201,参考答案：√    我的答案： √
202,26、目前网络游戏在平板电脑上基本没有任何障碍。()1.0 分
203,参考答案：×    我的答案： ×
204,27、开放文明环境地图是一个共享环境信息的公益平台。（）1.0 分
205,参考答案：√    我的答案： √
206,28、曹德旺做汽车玻璃开始只是为了跟日本人抗衡。0.0 分
207,参考答案：√    我的答案： ×
208,29、陆向谦教授认为Kickstarter改变了整个创业的融资过程。（）1.0 分
209,参考答案：√    我的答案： √
210,30、对于大多数人，经常做普通体检就可以了，无需做深度体检。1.0 分
211,参考答案：×    我的答案： ×
212,31、创业有好的合作伙伴是非常重要的。1.0 分
213,参考答案：√    我的答案： √
214,32、“慈铭”体检，最开始的名字是“慈济”。1.0 分
215,参考答案：√    我的答案： √
216,33、针对早期胃癌，做一个无痛的胃肠镜就可以发现。1.0 分
217,参考答案：√    我的答案： √
218,34、比尔盖茨中学时功课很差。()1.0 分
219,参考答案：×    我的答案： ×
220,35、张永庆是带着门窗专利去的北京。0.0 分
221,参考答案：×    我的答案： √
222,36、“墨迹天气”为避免山寨的超越，不断地更新版本，使其追赶不上。（）1.0 分
223,参考答案：√    我的答案： √
224,37、胡波董事长是在清华读的硕士。（）1.0 分
225,参考答案：×    我的答案： ×
226,38、在服务业最重要的是人脉的积累。()1.0 分
227,参考答案：√    我的答案： √
228,39、文化程度较高的人，花钱往往很谨慎。（）1.0 分
229,参考答案：√    我的答案： √
230,40、木瓜移动平台CEO沈思曾在谷歌工作。()1.0 分
231,参考答案：√    我的答案： √
232,41、“整个地球是一个地球脑”是凯文凯利的观点。（）1.0 分
233,参考答案：√    我的答案： √
234,42、人类的一切痛苦，都是创业的机会。0.0 分
235,参考答案：√    我的答案： ×
236,43、张永庆认为自己做过的坏事是帮古今贡酒做广告。1.0 分
237,参考答案：√    我的答案： √
238,44、3D打印机不能打彩色的。1.0 分
239,参考答案：×    我的答案： ×
240,45、在《浪潮之巅》这本书中写到，太阳这个公司坠落下去用了一年时间。（）1.0 分
241,参考答案：√    我的答案： √
242,46、刘东强认为消费者的惯性是很难改变的。（）1.0 分
243,参考答案：√    我的答案： √
244,47、在欧美国家，每公里汽车排放的微粒物是没有限制的。（）1.0 分
245,参考答案：×    我的答案： ×
246,48、杜蕾斯官方微博的创造者是王永。1.0 分
247,参考答案：×    我的答案： ×
248,49、品牌中国产业联盟的目标是帮助其服务的品牌变成永远的王者。（）1.0 分
249,参考答案：√    我的答案： √
250,50、张庆永认为创业做项目在做成商业模式的同时，一定要做公益。1.0 分
251,参考答案：×     我的答案： ×
252,           微信公众号：琢磨俗僧
253,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
254,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
255,请发邮件至：cxeytk@foxmail.com
256,
