,题目
10, 21、以下属于全球化对民族精神的消极影响的是？ (1.00分)A．民族文化的西化动摇了民族精神的根基。 B．民族意识的弱化淡化了民族的凝聚力。 C．全球化使民族自尊心自信心自豪感受挫。 D．以上都属于。正确答案： D 
11, 22、企业提高竞争力的条件，不包括： （） (1.00分)A．降低成本 B．技术创新 C．信誉 D．提高个人劳动时间正确答案： D 
12, 23、“日寇不除，寝食难安”，是（）的话： (1.00分)A．毛泽东 B．李宗仁 C．周恩来 D．蒋介石24、民族精神的构成要素，不包括： （） (1.00分)A．思想品格 B．价值取向 C．文化诉求 D．道德规范正确答案： C 
13, 25、以下不属于中国远古时期的三大部族集团的是？ (1.00分)A．华夏集团 B．东夷集团 C．匈奴集团 D．南蛮集团26、近代中国第一个“民族”英雄是： （） (1.00分)A．谭嗣同 B．左宗棠 C．陈化成 D．林则徐27、 《东西方文化及其哲学》是谁写的 (1.00分)A．陈独秀 B．李大钊 C．梁漱溟 D．梁启超正确答案： C 
14, 28、汉武帝“罢黜百家，独尊儒术”，是受（）的影响。 (1.00分)A．张载 B．东方朔 C．卫青 D．董仲舒29、诚实守信要因时因地因人而言，下列说话不正确的是： （） (1.00分)A．对敌人诚实就是愚蠢 B．对绝境命运说实话就是无情C．对他人的过失要隐瞒 D．揭露他人隐私是无德30、以下关于诚信的说法错误的是？ (1.00分)A．诚信是人与人之间交往的基本信条。 B．诚实守信不仅仅是一个道德的操守，而且还孕育着其他道德。 C．诚信是由国家性质所决定的。 D．市场经济的发展迫切地需要我们加强诚信制度的建设，加强诚信道德的建设。31、以下说法中正确的是？ (1.00分)A． 民族文化是民族在长期的历史发展中创造的带有该民族特点的反映民族的历史和社会生活的文化。 B．民族文化包含物质文化和精神文化。 C．文化使民族与民族社会得以形成。 D．以上说法都正确。正确答案： D 
15, 32、三民主义是谁提出来的 (1.00分)A．梁启超 B．康有为 C．老子 D．孙中三33、卢梭是哪个国家的 (1.00分)A．美 B．英 C．法 D．德34、中国开眼看世界的第一人是？ (1.00分)A．王韬 B．林则徐 C．魏源 D．郑观应正确答案： B 
16,《东西方文化及其哲学》的作者是： （） (1.00分)A．陈独秀 B．李大钊 C．梁漱溟 D．季羡林正确答案： C 
17, 36、哪一项不是诚信的重要性？ (1.00分)A．国家强大的保证 B．人际交往的准则 C．事业成功的基础 D．为人之道37、“惟公乃有以存私，惟义乃可以存利，未有不自损而损人者，亦未有徒益人而无益于 己者”是谁说的 (1.00分)A．林则徐 B．魏源 C．严复 D．康有为38、顾炎武有“亡国亡天下论”，那么“亡天下”，亡的是： （） (1.00分)A．matherland B．state C．nationality D．nation正确答案： D 
18, 39、需求层次理论是由哪位心理学家提出？ (1.00分)A．荣格 B．斯金纳 C．马斯洛 D．华生40、这个世界上最基本最重要的单位是？ (1.00分)A．人民 B．家庭 C．社会 D．国家民族41、以下对诚实守信的说法错误的是？ (1.00分)A．诚实守信是中华民族精神的重要内容。 B．诚实守信产生于市场经济社会。 C．诚实守信是人际交往的基本准则。 D．诚实守信有助于社会的正常运行。42、 《单向度的人》的作者是？ (1.00分)A．本雅明 B．卢卡奇 C．阿伦特 D．马尔库塞正确答案： D 
19, 43、以下关于清朝的说法错误的是？ (1.00分)A．它奠定了现代中国的基本疆域。 B．它最终解决了农耕文化和游牧文化的冲突。 C．它促使了以满、汉、蒙、回、藏为主体的民族共同体最终形成。 D．它在统治中国时期大范围修补了长城。44、中国改革开放的标志是那一次大会？ (1.00分)A．十一届三中全会B．十二大 C．十二届三中全会 D．十三大45、谁没有和梁启超合作过 (1.00分)A．袁世凯 B．康有为 C．孙中山 D．杜维明46、中华民族的结构是什么 (1.00分)A．多元多体 B．一元多体 C．多元一体 D．一元多体正确答案： C 
20, 47、衡量现代化的标准，不包括： （） (1.00分)A．生活指标 B．经济增长的数量 C．现实社会结构 D．生活质量正确答案： D 
21, 48、“盲文无国界”组织的创始人是？ (1.00分)A．阿里帕·阿力马洪 B．朱邦月 C．李灵 D．萨布里亚·坦贝肯正确答案： D 
22,胡林翼是死于： （） (1.00分)A．抑郁 B．被吓 C．病 D．忧虑正确答案： D 
23, 50、哪一项是人之所以为人的体制性特征 (1.00分)A．语言 B．智慧 C．躺 D．直立行走 
24,
25,判断题(50分)1、岳飞、文天祥等人的爱国主义比较狭隘，在现代并不应该推崇。 (1.00分)是 否2、儒学以孔子仁政为内核 (1.00分)是 否3、中华民族的复兴意识是在建国后提出的。 (1.00分)是 否4、保钓行为是一种爱国主义，也是民族主义 (1.00分)是 否5、民族意识是对民族发展历史的反映。 (1.00分)是 否6、企业诚信是维护相对方合法权益的保障。 (1.00分)是 否7、古巴共产党不允许共产党人信仰宗教。 (1.00分)是 否8、现在的竞争主要依靠经济 (1.00分)是 否9、任何文化与文化创造都是以民族和民族社会为根基的。 (1.00分)是 否10、生命是一切价值中最首要，最基本的价值 (1.00分)是 否11、现代转化就是现代性诠释和创造性转化。 (1.00分)是 否12、民族精神是民族成员个体文化生命形成的精神烙印和身份标记。 (1.00分)是 否13、乐于贫俭，安于现状被认为是中国普遍认同的社会价值取向。 (1.00分)是 否14、李白、杜甫、王维，分别被称为诗仙、诗圣、诗鬼，分别反映三个不同的文化的人格 精神 (1.00分)是 否15、朝代更替是用文化来界定的。 (1.00分)是 否16、中华民族精神离我们太远了。 (1.00分)是 否17、 《论法的精神》的作者是赫尔德。 (1.00分)是 否18、造成物价飞涨的原因是政府的监管不力 (1.00分)是 否19、爱国主义包括捍卫国家主权 (1.00分)是 否20、对于弱小民族的生存和发展来说，全球化既是机遇，也是陷阱。 (1.00分)是 否21、黑格尔从世界历史的阶段来考察民族精神。 (1.00分)是 否22、中国佛教是被中国化了的佛教 (1.00分)是 否23、中华民族最大的特征是多元一体。 (1.00分)是 否24、民族主义意识形态实际上是一个动员社会的有利武器。 (1.00分)是 否25、在全球化的态势下，民族认同问题凸显，是因为主观环境导致身份认同的凸显。 (1.00 分)是 否26、龙图腾是象征意义是：兼容并包，和而不同 (1.00分)是 否27、“忠君”不是林则徐爱国思想的核心。 (1.00分)是 否28、有一些学术研究是不需要比较研究的。 (1.00分)是 否29、清末的预备立宪是一场自下而上的民族自救运动。 (1.00分)是 否30、最先提出中国人的面子观的是明恩博 (1.00分)是 否31、林则徐编制的《海国图志》全面介绍了西方社会。 (1.00分)是 否32、从秦汉到隋唐，中国的文化都具有一种精致内敛的特征。 (1.00分)是 否33、长城是中华民族精神的一个重要象征，也是中华民族融合的象征。 (1.00分)是 否34、政府诚信是社会主义市场经济秩序的基础。 (1.00分)是 否35、从反法西斯角度，美国在日本投放原子弹是正义的 (1.00分)是 否36、柏杨《丑陋的中国人》以揭露中国人的丑陋为乐。 (1.00分)是 否37、民族认同的联系纽带与政治密切相关。 (1.00分)是 否38、物质文化和精神文化奠定了民族发展的基础，是民族发展、进步的外在表现。 (1.00 分)是 否39、禅宗解决了中国文化与佛教的冲突问题。 (1.00分)是 否40、东西方文化的差异表现为文化围城 (1.00分)是 否41、林则徐的行为体现了爱民惜民的现代爱国意识。 (1.00分)是 否42、在农业社会，人是最主要的生产力。 (1.00分)是 否43、香蕉人是指被西化的中国人 (1.00分)是 否44、以个人主义为指导必然会导致战争 (1.00分)是 否45、古希腊罗马学家认为“和”是万物的本源 (1.00分)是 否46、西方法律体系的完备与基督教的原罪说有很大关系。 (1.00分)是 否47、宗教改革是天主教内部的一次重要的革命。 (1.00分)是 否48、中国人信仰宗教是是“因用而信”而非“因信而信”。 (1.00分)是 否49、民族问题出现的新特点要求人们正确认识和处理民族问题，树立正确的民族观。 (1.00分)是 否50、法治和民主相符相成 (1.00分)是 否
26,
27,           微信公众号：琢磨俗僧
28,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
29,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
30,请发邮件至：cxeytk@foxmail.com
31,
