,题目
67,12单身期20-30岁，基本的理财目标是什么：（）
68,A、投资房产
69,B、储蓄
70,C、炒股
71,D、股权投资
72,正确答案： B 我的答案 ：B
73,13关于“窗口指导”，以下说法不正确的是：（）
74,A、“窗口指导”能够实现控制信贷规模和信贷结构
75,B、“窗口指导”的方式是信贷政策的主要方式之一
76,C、“窗口指导”又称“道义劝告”
77,D、“窗口指导”是央行根据国民经济的宏观形势通过非行政干预方式，对商业银行的一些经营行为进行道义上的劝说和建议
78,正确答案： A 我的答案 ：B
79,14常见的银行卡犯罪手法不包括：（）
80,A、短信诈骗
81,B、网络钓鱼
82,C、用假卡大宗购物行骗
83,D、信用卡透支
84,正确答案： D 我的答案 ：D
85,15持卡人须先按发卡银行要求交存一定金额的备用金，当备用金账户余额不足支付时，可在发卡银行规定的信用额度内透支的信用卡叫做什么卡：（）
86,A、借记卡
87,B、贷记卡
88,C、信用卡
89,D、准贷记卡
90,正确答案： D 我的答案 ：A
91,16基金这种投资方式被喻为什么：（）
92,A、千里马
93,B、猪
94,C、羊
95,D、牛
96,正确答案： A 我的答案 ：A
97,17银行的各类资产中，占比最大的是：（）
98,A、贷款性资产
99,B、存款利息
100,C、存款
101,D、贷款利息
102,正确答案： A 我的答案 ：A
103,18
104,在出现社会总需求严重不足，经济严重衰退，社会存在大量闲置资源的情况时，可选择的两种政策组合形式是：（）
105,A、双紧
106,B、双松
107,C、松货币紧财政
108,D、紧货币松财政
109,正确答案： B 我的答案 ：D
110,19以下说法不正确的是：（）
111,A、目前，银行发放的中长期贷款，实行的是逐年甚至逐月调整利率的计息方式，万一贷款利率调整，贷款买房的人就要从下一年度开始按照新的贷款利率还贷
112,B、近年来一般每年基准利率多采取的是上调27个基点，尽管只是一次次小幅调整，但积少成多，总体利息涨了不少
113,C、固定利率一般情况下都会低于现行利率，这其中低出来的部分就作为贷款者规避利率风险（未来利率上调）的代价
114,D、如果市场处于非加息周期甚至是处于降息周期，那么锁定住房贷款利率对银行有利
115,正确答案： C 我的答案 ：D
116,20货币金融管理的最高机构是：（）
117,A、中央
118,B、邮储
119,C、央行
120,D、发改委
121,正确答案： C 我的答案 ：C
122,21被比喻成“下单的老母鸡”的投资是以下哪一项：（）
123,A、股票
124,B、债券
125,C、银行存储
126,D、外汇投资
127,正确答案： B 我的答案 ：A
128,22利率有自己的体系，它们是可以分层定价的，在我国，当前利率体系分为：（）
129,A、名义利率和实际利率两部分
130,B、法定利率和市场利率两部分
131,C、通胀膨胀率、名义利率和实际利率三部分
132,D、浮动汇率和稳定汇率两部分
133,正确答案： B 我的答案 ：B
134,23公债的三种效应不包括：（）
135,A、抑制
136,B、减少民间部门的投资
137,C、淡化赤字的通胀后果
138,D、消费的“排挤效应”
139,正确答案： C 我的答案 ：A
140,24企业与个人通过出口得到的外汇需要交给银行，再由银行换人民币。而银行在拿到这些外汇后，除保留部分外，余者都与中央银行换成人民币。这样，央行外汇就不断积累，由此汇集成为我国的外汇储备。这被称为什么：（）
141,A、外汇对冲
142,B、银行结售汇制度
143,C、转汇制度
144,D、汇率制度
145,正确答案： B 我的答案 ：B
146,25在股票市场上，投资者把那些在其所属行业内占有重要支配性地位、业绩优良、成交活跃、红利优厚的大公司股票称为：（）
147,A、国有股
148,B、绩优股
149,C、红筹股
150,D、蓝筹股
151,正确答案： D 我的答案 ：D
152,26目前国际上主要的三种汇率制度不包括：（）
153,A、名义汇率
154,B、固定汇率
155,C、浮动汇率
156,D、管理的浮动汇率体系
157,正确答案： A 我的答案 ：D
158,27物价不变从而货币购买力不变条件下的利率是指：（）
159,A、实际利率
160,B、名义利率
161,C、通胀膨胀率
162,D、普通利率
163,正确答案： A 我的答案 ：B
164,28以下哪一项不属于价值投资关注点：（）
165,A、关注市场政策
166,B、要谋而后动
167,C、摆正心态
168,D、端正态度
169,正确答案： D 我的答案 ：C
170,29银行转账主要关注的是：（）
171,A、方便性
172,B、利息
173,C、安全性
174,D、费用和时间
175,正确答案： D 我的答案 ：D
176,30美国从1900年到2000年间，美元贬值为原来的多少：（）
177,A、1/54
178,B、1/35
179,C、1/15
180,D、1/10
181,正确答案： A 我的答案 ：A
182,31以下哪项不属于财政政策工具：（）
183,A、税收
184,B、公债
185,C、公共支出
186,D、企业投资
187,正确答案： D 我的答案 ：D
188,32和存折类似，需先存钱后消费，且利息一般按活期利率计算的是什么卡：（）
189,A、贷记卡
190,B、借记卡
191,C、准贷记卡
192,D、信用卡
193,正确答案： B 我的答案 ：B
194,33到期收益率是指：（）
195,A、投资者在二级市场上买入已经发行的债券并持有到期满为止的这个期限内的年平均收益率
196,B、投资者在一级市场上买入已经发行的债券并持有到期满为止的这个期限内的年平均收益率
197,C、投资者在二级市场上买入已经发行的债券并持有到期满为止的这个期限内的月平均收益率
198,D、投资者在一级市场上买入未发行的债券并持有到期满为止的这个期限内的年平均收益率
199,正确答案： A 我的答案 ：A
200,34让钱生钱最快的方式是：（）
201,A、股权投资
202,B、银行存款
203,C、投资房产
204,D、工资增长
205,正确答案： C 我的答案 ：A
206,35在我国，投资者衡量绩优股的主要指标是：（）
207,A、税后毛利润
208,B、每股税后利润和净资产收益率
209,C、每股税前利润和资产收益率
210,D、每100股税前利润和净资产收益率
211,正确答案： B 我的答案 ：B
212,36什么样的误区往往会使他们手中持有的某种货币，成了永远抛售不出的蚀本货：（）
213,A、专拣便宜货
214,B、犹豫不决，贻误战机
215,C、欲望无止
216,D、盲目跟风
217,正确答案： A 我的答案 ：B
218,37股市的主要功能是；（）
219,A、融通市场
220,B、筹集资金
221,C、履行社会责任
222,D、提高股价
223,正确答案： B 我的答案 ：B
224,38根据国家相互间的经济情况和供求关系，来相应调整汇率的是：（）
225,A、固定汇率
226,B、法定利率
227,C、市场利率
228,D、浮动汇率
229,正确答案： D 我的答案 ：B
230,39在实现目标过程中，面对具体的任务，改“不可能”为“怎么才能”，这体现的是怎样的习惯：（）
231,A、积极思维的习惯
232,B、高效工作的习惯
233,C、做计划的习惯
234,D、锻炼身体的好习惯
235,正确答案： A 我的答案 ：A
236,40债券投资的两者组合投资法是：（）
237,A、梯子型投资组合法和圆锥型投资组合法
238,B、梯子型投资组合法和杠铃型投资组合法
239,C、稳定型投资组合法和灵活型投资组合法
240,D、长期投资组合法和短期投资组合法
241,正确答案： B 我的答案 ：A
242,41超额透支，从哪天起支付透支利息：（）
243,A、免息日过后起
244,B、一个月之后
245,C、40天后
246,D、透支之日起
247,正确答案： D 我的答案 ：D
248,42抵御通胀最好的一项资产是什么：（）
249,A、储备
250,B、白银
251,C、黄金
252,D、股票
253,正确答案： C 我的答案 ：C
254,43理财首要的是：（）
255,A、评估风险
256,B、端正心态
257,C、筹集资金
258,D、综合分析
259,正确答案： B 我的答案 ：C
260,44以下哪项不属于外汇理财一般的三种主要方式：（）
261,A、存款
262,B、自己炒卖外汇
263,C、购买外汇理财产品
264,D、保险
265,正确答案： D 我的答案 ：D
266,45投资产品的三把万能钥匙不包括：（）
267,A、价值投资
268,B、分散投资
269,C、长期投资
270,D、谨慎投资
271,正确答案： D 我的答案 ：D
272,46国家出台了一项重大的政策，鼓舞了投资者对资本市场的信心，债市和股市会：（）
273,A、债市涨股市跌
274,B、债市跌股市涨
275,C、两者同涨
276,D、两者同跌
277,正确答案： C 我的答案 ：B
278,47先按市价买入债券，过一段时间再卖出，主要赚取差价，这是什么交易：（）
279,A、债券回购交易
280,B、债券期货交易
281,C、债券期权交易
282,D、债券的现货交易
283,正确答案： D 我的答案 ：D
284,48关于可转债的特点，说法不正确的是：（）
285,A、风险低
286,B、流动性一般
287,C、不保本或者高收益
288,D、收益根据具体转债品种而有所不同，有时候收益甚至能翻番
289,正确答案： C 我的答案 ：B
290,49以下哪一项不属于投资管理实际上包含的过程：（）
291,A、对市场进行分析
292,B、评估
293,C、转变市场
294,D、按照策略来操作执行
295,正确答案： C 我的答案 ：D
296,50实际利率与名义利率的关系是：（）
297,A、实际利率等于名义利率加通货膨胀率
298,B、实际利率等于名义利率
299,C、实际利率等于名义利率乘通货膨胀率
300,D、实际利率等于名义利率减通货膨胀率
301,正确答案： D 我的答案 ：D
302,51培养好的习惯应该在多少岁之前：（）
303,A、5岁
304,B、18岁
305,C、35岁
306,D、50岁
307,正确答案： C 我的答案 ：C
308,52不同板块股票的市盈率是不一样的。一般而言，市场情况越好，市盈率会怎么样：（）
309,A、越高
310,B、越低
311,C、时高时低
312,D、不好判断
313,正确答案： A 我的答案 ：A
314,53中国经济每年都以什么速度增长：（）
315,A、0.04
316,B、0.06
317,C、0.08
318,D、0.1
319,正确答案： C 我的答案 ：B
320,54以下哪项不属于存款好习惯：（）
321,A、强迫自己存定期储蓄
322,B、尽早还清银行贷款
323,C、多办几张信用卡
324,D、定期从工资账户取出部分钱存入新开立德存款账户，2-3个月后，增加每次取出额
325,正确答案： C 我的答案 ：A
326,55以下哪项不属于银行收入主要的三块业务：（）
327,A、资产业务
328,B、负债业务
329,C、中间业务
330,D、保险业务
331,正确答案： D 我的答案 ：D
332,二、 判断题（题数：45，共 45 分）
333,1社会总需求是货币购买力的总和，是由货币供给形成的。
334,正确答案： √ 我的答案 ： √
335,2可转债具有“股票期权”性质，具体分为自愿转股、有条件强制性转股和到期无条件强制性转股。
336,正确答案： √ 我的答案 ： √
337,3央行在具体执行时需要把握好一个度，在不同的时期，央行有不同的侧重点，但是突出一项偏废其他目标是不可取的，只有均衡、稳定地发着，才能真正实现经济的又好又快发展。
338,正确答案： √ 我的答案 ： √
339,4通货较快的时候，债券价格是上涨的。
340,正确答案： × 我的答案 ： ×
341,5证券市场对加剧经济周期的波动幅度起着推波助澜的作用。
342,正确答案： √ 我的答案 ： √
343,6正确传导中央银行信贷政策，一般只有一种形式，即央行适时召开经济金融形势分析会，召集各家商业银行开会，及时传达中央银行信贷政策意图。
344,正确答案： × 我的答案 ： ×
345,7分散投资不是无限的分散。
346,正确答案： √ 我的答案 ： √
347,8期权交易是一种选择权的交易，双方买卖的是一种权利，即双方按约定的价格，在约定的某一时间内或某一天，就是否购买或出售某种债券而预先达成契约的一种交易。
348,正确答案： √ 我的答案 ： √
349,9投资的收益和风险肯定是成正比的。
350,正确答案： × 我的答案 ： √
351,10企业到外部去找资金来源就是我们经常说的融资。
352,正确答案： √ 我的答案 ： √
353,11外汇存款收益稳定但收益低。
354,正确答案： √ 我的答案 ： √
355,12存款期越长，就越划算。
356,正确答案： × 我的答案 ： ×
357,13一般而言，债券的收益率和期限成反比。
358,正确答案： × 我的答案 ： √
359,14使用信用卡，即使在非常规情况下也可以省去很多费用。
360,正确答案： × 我的答案 ： √
361,15如果要去投资某一家公司的股票，必然就得去分析整个行业产品公司，它的生命周期到底如何。
362,正确答案： √ 我的答案 ： √
363,16有赌气行为的人买卖某种货币一定要首先建立投资资金比例。
364,正确答案： √ 我的答案 ： √
365,17进入股票市场应该考虑其风险性。
366,正确答案： √ 我的答案 ： √
367,18千万富豪是指具有千万财产的人。
368,正确答案： × 我的答案 ： ×
369,19储备是一种信用。
370,正确答案： √ 我的答案 ： √
371,20诺贝尔基金至今只投资于银行存款和公债，不用于股票投资。
372,正确答案： × 我的答案 ： ×
373,21实际利率可以为零，可以为正数，但不可以是负数。
374,正确答案： × 我的答案 ： √
375,22从稳健投资的原则出发，一般可以采取“32221”的组合投资策略。
376,正确答案： √ 我的答案 ： √
377,23近年来，由于我国将加速推进利率市场化，导致着利差扩大，使商业银行在定价、储备分流、债券资产缩水等方面面临多重风险。
378,正确答案： × 我的答案 ： √
379,24根据规定，只有使用信用卡进行消费结账才能享受最长50天免息还款日。
380,正确答案： × 我的答案 ： √
381,25债券是指依法定程序发行的、约定在一定期限还本付息的有价证券。其特点是收益固定，风险较小。
382,正确答案： √ 我的答案 ： √
383,26随着某种货币市场行情的变化，采取灵活应对的策略，即能避免所有的心理误区。
384,正确答案： × 我的答案 ： ×
385,27网银诈骗是银行卡犯罪主要方法之一。
386,正确答案： √ 我的答案 ： √
387,28购买黄金无法规避通胀的风险。
388,正确答案： × 我的答案 ： ×
389,29养成锻炼身体的好习惯，一是要有生命第一健康第一的意识，二是注意掌握一些相关的知识，三是要使自己有一个对身体应变机制，定期检查 。
390,正确答案： √ 我的答案 ： √
391,30利率变动会影响资金供求，从而影响宏观经济。
392,正确答案： √ 我的答案 ： √
393,31经济周期就直接和间接影响了平均利润水平、物价总水平和政策性因素。
394,正确答案： √ 我的答案 ： √
395,32理财对象的财性是一样的。
396,正确答案： × 我的答案 ： √
397,33储蓄，图的就是一个安全稳妥。
398,正确答案： √ 我的答案 ： √
399,34某种货币的实际价格能完全反映某种货币的真实价值。
400,正确答案： × 我的答案 ： ×
401,35人民币理财产品将汇集的资金投资于国债、市政债、金融债、某类型股票等。
402,正确答案： √ 我的答案 ： √
403,36一般来说，政府提高税率，会对民间经济起收缩作用，意味着更多的收入性民间部门流向政府部门。
404,正确答案： √ 我的答案 ： √
405,37作为投资者，买卖股票一般有两个目的：一是希望股票有利润，能分红；二是希望股票价格上涨获得买卖的差价。
406,正确答案： √ 我的答案 ： √
407,38银行存款可能越存越少。
408,正确答案： √ 我的答案 ： √
409,39债市和股市也是相反，因为债市与股市对经济发展的反应恰好相反，对于股市是好消息，对债市可能就是坏。
410,正确答案： √ 我的答案 ： √
411,40当前我国的理财产品销售人员和理财顾问经理中真正合格的不多。
412,正确答案： √ 我的答案 ： √
413,41价值是一种内在的，价值跟价格不一样。
414,正确答案： √ 我的答案 ： √
415,42公债发行可能使部门现实流通货币变为“潜在货币”。
416,正确答案： × 我的答案 ： √
417,43无风险会造成通胀。
418,正确答案： √ 我的答案 ： √
419,44理财也可以从退休时再开始。
420,正确答案： × 我的答案 ： ×
421,45汇率上升必然导致贸易顺差降低。
422,正确答案： × 我的答案 ： ×
423, 
424,           微信公众号：琢磨俗僧
425,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
426,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
427,请发邮件至：cxeytk@foxmail.com
428,
